City,Colors Reported,Shape Reported,State,Time
Campbell,,OTHER,CA,11/20/2003 17:34
Riverside,GREEN,CIRCLE,CA,11/20/2003 17:40
Rohnert Park,,FIREBALL,CA,11/20/2003 17:45
Marin,YELLOW,CYLINDER,CA,11/20/2003 18:00
Omaha,,TRIANGLE,NE,11/20/2003 18:00
Watertown,,RECTANGLE,WI,11/20/2003 18:00
Mesa,RED,LIGHT,AZ,11/20/2003 18:30
Tempe,RED,OTHER,AZ,11/20/2003 18:30
Kuna,,TRIANGLE,ID,11/20/2003 19:00
Parker,RED ORANGE,,KS,11/20/2003 19:30
Arbutus,,TRIANGLE,MD,11/20/2003 21:00
Denham Springs,,LIGHT,LA,11/20/2003 22:23
Waterville,,CROSS,ME,11/21/2003 1:00
Dayton area,,LIGHT,OH,11/21/2003 3:00
Bourbonnais,,CHEVRON,IL,11/21/2003 19:00
Irvine,RED,CIGAR,CA,11/21/2003 19:00
Morehead,,,KY,11/21/2003 19:30
Mesa,GREEN,EGG,AZ,11/21/2003 20:15
Barnesville,,FORMATION,OH,11/21/2003 20:30
Afton,,LIGHT,MI,11/21/2003 21:15
Lewiston,RED BLUE,LIGHT,ID,11/21/2003 22:05
Gettysburg,,LIGHT,PA,11/21/2003 22:30
Harding,,DISK,WV,11/22/2003 0:30
Livermore,,LIGHT,CA,11/22/2003 2:30
Murrells Inlet,,CIRCLE,SC,11/22/2003 5:00
Tunkhannock,,TRIANGLE,PA,11/22/2003 6:30
Florence,,TRIANGLE,AL,11/22/2003 9:20
Calhoun,,CIRCLE,GA,11/22/2003 11:30
Spartanburg,,OTHER,SC,11/22/2003 14:10
West Palm Beach,,LIGHT,FL,11/22/2003 18:00
Dacusville,,LIGHT,SC,11/22/2003 18:24
Ronkonkoma,RED,CIRCLE,NY,11/22/2003 18:25
Los Angeles,,LIGHT,CA,11/22/2003 19:25
Vista,,TRIANGLE,CA,11/22/2003 19:30
Vista,BLUE,TRIANGLE,CA,11/22/2003 19:30
Dahlonega,,CIRCLE,GA,11/22/2003 20:20
Albany,YELLOW,OTHER,NY,11/22/2003 20:30
Fleetwood,,CIRCLE,LA,11/22/2003 20:50
N. Ridgeville,,CIGAR,OH,11/22/2003 21:00
Bardstown,BLUE,OTHER,KY,11/22/2003 21:25
Georgetown,,LIGHT,MS,11/22/2003 23:00
Bergenfield,,OTHER,NJ,11/22/2003 23:06
Philadelphia,BLUE,VARIOUS,PA,11/22/2003 23:20
Colorado Springs,,TRIANGLE,CO,11/22/2003 23:30
Cabot,,FORMATION,AR,11/23/2003 0:00
Seekonk,,LIGHT,MA,11/23/2003 17:35
Berkeley,,OVAL,CA,11/23/2003 18:00
Muskogee,,LIGHT,OK,11/23/2003 18:30
Piscataway,,TRIANGLE,NJ,11/23/2003 18:30
Johnson City,,CIRCLE,NY,11/23/2003 20:45
San Diego,RED,CHEVRON,CA,11/23/2003 21:15
Morehead,,,KY,11/23/2003 22:00
Napa,RED,,CA,11/23/2003 22:00
Seattle,,,WA,11/23/2003 22:30
Ponca City,,OVAL,OK,11/23/2003 22:45
Santa Maria,RED,LIGHT,CA,11/23/2003 23:00
Brunswick,,CIRCLE,ME,11/23/2003 23:48
White Sulphur Springs,,CIRCLE,MT,11/24/2003 1:00
Sacramento,,TRIANGLE,CA,11/24/2003 6:20
Kaufman,,SPHERE,TX,11/24/2003 16:30
Colorado Springs,,VARIOUS,CO,11/24/2003 17:00
Coos Bay,YELLOW,OVAL,OR,11/24/2003 18:10
Fairbanks,,DISK,AK,11/24/2003 18:32
Destin,,CIRCLE,FL,11/24/2003 19:00
Laredo,,CIRCLE,TX,11/24/2003 19:15
San Diego,,TRIANGLE,CA,11/24/2003 21:43
Scarborough,,LIGHT,ME,11/25/2003 0:00
Hartford,,OTHER,WI,11/25/2003 0:45
Portland,,,ME,11/25/2003 2:00
Columbia,,CIRCLE,SC,11/25/2003 5:33
Indianapolis,,,IN,11/25/2003 7:20
Chilhowie,,OTHER,VA,11/25/2003 14:00
Portland,,DISK,OR,11/25/2003 16:10
Tower,RED GREEN,LIGHT,MI,11/25/2003 17:35
St. Albans,,OTHER,WV,11/25/2003 18:50
Atlanta,RED BLUE,VARIOUS,GA,11/25/2003 20:30
Manitowoc,,FORMATION,WI,11/25/2003 20:30
Warren,,TRIANGLE,OH,11/25/2003 23:00
The Dalles,,LIGHT,OR,11/26/2003 1:23
Bellemont,GREEN,FIREBALL,AZ,11/26/2003 3:00
Wichita Falls,,CHEVRON,TX,11/26/2003 5:30
York,,LIGHT,PA,11/26/2003 6:10
Woburn,,TEARDROP,MA,11/26/2003 6:12
Indianapolis,,OTHER,IN,11/26/2003 7:00
Sellic,,LIGHT,WA,11/26/2003 10:45
Forest Park,,LIGHT,GA,11/26/2003 16:15
Milton,,LIGHT,VT,11/26/2003 17:26
Vernonia,,SPHERE,OR,11/26/2003 18:31
Gilbert,RED,TRIANGLE,AZ,11/26/2003 18:55
Valencia,,TRIANGLE,CA,11/26/2003 20:00
Cape May County,,LIGHT,NJ,11/26/2003 20:15
Kalispell,RED GREEN BLUE,DISK,MT,11/27/2003 0:20
Los Angeles,,TRIANGLE,CA,11/27/2003 18:24
Memphis,,LIGHT,TN,11/27/2003 18:45
San Diego,ORANGE BLUE,FIREBALL,CA,11/27/2003 19:00
Ridgefield,,,WA,11/27/2003 20:35
Hemet,,TRIANGLE,CA,11/27/2003 21:05
San Diego,RED GREEN,LIGHT,CA,11/27/2003 22:40
Hayward,,LIGHT,CA,11/28/2003 0:00
Paris,ORANGE,LIGHT,TN,11/28/2003 1:20
Walnut Creek,,TRIANGLE,CA,11/28/2003 12:40
Cloudcroft,,OTHER,NM,11/28/2003 15:00
Palo Alto,,DISK,CA,11/28/2003 17:35
Thomas,,OVAL,OK,11/28/2003 21:30
Jackson,,LIGHT,MS,11/28/2003 22:00
Clifton,,LIGHT,NJ,11/28/2003 22:55
Bismarck,,OTHER,ND,11/28/2003 23:45
Grasonville,,OTHER,MD,11/29/2003 0:00
To remain unknown,,,MN,11/29/2003 18:00
Limerick,,TRIANGLE,PA,11/29/2003 20:36
Stoughton,,CIRCLE,MA,11/29/2003 22:00
Bergenfield,,LIGHT,NJ,11/29/2003 22:03
Waterloo,,FIREBALL,IA,11/29/2003 22:30
Siren,,DISK,WI,11/29/2003 23:10
Siren,,OVAL,WI,11/30/2003 0:00
Ashland,,DISK,NE,11/30/2003 12:45
Ashland,,DISK,NE,11/30/2003 12:45
San Diego,,CIRCLE,CA,11/30/2003 15:35
Gastonia,,OTHER,NC,11/30/2003 15:41
Belle Chasse,,LIGHT,LA,11/30/2003 18:30
Stockbridge,,TRIANGLE,MI,11/30/2003 18:30
Kingston,,TRIANGLE,TN,11/30/2003 18:55
St. Louis,,,MO,11/30/2003 19:30
Pico Rivera,RED,VARIOUS,CA,11/30/2003 19:50
Ashgrove,,,MO,11/30/2003 20:45
Rockford,RED GREEN,LIGHT,IL,11/30/2003 22:30
Union,YELLOW,LIGHT,MO,11/30/2003 23:00
Auberry,BLUE,LIGHT,CA,11/30/2003 23:53
Williamstown,,DISK,WV,12/1/2003 1:00
Lemoore,RED,LIGHT,CA,12/1/2003 2:00
Dickinson,,TRIANGLE,ND,12/1/2003 5:00
Washington,,VARIOUS,MI,12/1/2003 5:50
San Jose,,OTHER,CA,12/1/2003 7:10
Gilbert,RED,CIRCLE,AZ,12/1/2003 7:30
Hodgenville,,,KY,12/1/2003 7:35
Reynoldsburg,,CYLINDER,OH,12/1/2003 12:07
Bayville,,FIREBALL,NJ,12/1/2003 13:00
,,LIGHT,IL,12/1/2003 18:00
Milwaukee,,LIGHT,WI,12/1/2003 18:20
Mesa,RED,FIREBALL,AZ,12/1/2003 19:30
Stevens Point,ORANGE,LIGHT,WI,12/1/2003 19:30
Baltimore,,CHEVRON,MD,12/1/2003 21:40
Brewster,,,MA,12/1/2003 22:00
Seymour,,OTHER,CT,12/1/2003 22:15
South Nyack,,EGG,NY,12/2/2003 0:24
Clarksville,,OTHER,TN,12/2/2003 0:45
Toms River,,DISK,NJ,12/2/2003 1:00
Newport,,,CA,12/2/2003 2:00
San Gabriel,,CIRCLE,CA,12/2/2003 2:02
Pataskala,,,OH,12/2/2003 6:40
Edison,,OVAL,NJ,12/2/2003 8:52
Santa Monica,,LIGHT,CA,12/2/2003 17:30
Thousand Oaks,,OVAL,CA,12/2/2003 17:52
San Diego,YELLOW,CIRCLE,CA,12/2/2003 18:15
Lafayette,RED,,TN,12/2/2003 18:30
Marblehead,,FIREBALL,MA,12/2/2003 21:46
East Orange,GREEN,LIGHT,NJ,12/2/2003 22:54
Sandy Hook,,OVAL,KY,12/3/2003 1:00
Taylorsville,,,NC,12/3/2003 6:55
Greenwood Village,,CIRCLE,CO,12/3/2003 12:30
West Bridgewater,,,MA,12/3/2003 15:43
Timmonsville,,OTHER,SC,12/3/2003 17:30
Southlake,RED,OVAL,TX,12/3/2003 18:45
Rail Road Flat,,,CA,12/3/2003 19:00
Whitmore Lake,,,MI,12/3/2003 19:00
Miami,BLUE,FLASH,FL,12/3/2003 19:43
Hagerstown,,TRIANGLE,MD,12/3/2003 20:00
Natalia,,SPHERE,TX,12/3/2003 21:20
Myrtle Beach,,LIGHT,SC,12/3/2003 22:35
Whitehouse Station,YELLOW,CIRCLE,NJ,12/4/2003 5:00
Deming,,OTHER,NM,12/4/2003 16:30
Scottsdale,,CIGAR,AZ,12/4/2003 21:15
Crawford,,OTHER,TX,12/4/2003 22:00
Portage,,EGG,MI,12/5/2003 1:15
Oceanside,,FIREBALL,CA,12/5/2003 5:00
Havelock,,CIRCLE,NC,12/5/2003 5:30
Stafford,,LIGHT,VA,12/5/2003 11:00
Theodosia,,OTHER,MO,12/5/2003 11:00
DeKalb,,CIRCLE,IL,12/5/2003 16:50
St Charles,,LIGHT,IL,12/5/2003 17:00
Milwaukee,,LIGHT,WI,12/5/2003 17:30
Cary,BLUE,CIGAR,NC,12/5/2003 17:45
Sedona,RED,DISK,AZ,12/5/2003 18:30
Miami,,LIGHT,OK,12/5/2003 19:00
Belleville,,OTHER,IL,12/5/2003 23:27
Centralia,RED,OTHER,IL,12/6/2003 0:30
Sycamore,,TEARDROP,GA,12/6/2003 19:15
Palatine,,OTHER,IL,12/7/2003 3:00
Toms River,,,NJ,12/7/2003 10:37
Estes Park,,,CO,12/7/2003 15:00
Plymouth,,DISK,PA,12/7/2003 15:55
Plymouth,,SPHERE,PA,12/7/2003 15:55
Farisita,,FIREBALL,CO,12/7/2003 16:30
Bremerton,,FIREBALL,WA,12/8/2003 0:20
Williamstown,,CIRCLE,WV,12/8/2003 1:00
Myrtle Beach,ORANGE,LIGHT,SC,12/8/2003 21:30
Seneca,,,SC,12/8/2003 21:57
Beachwood,,,OH,12/8/2003 23:00
Brazil,RED,CIRCLE,IN,12/9/2003 0:00
Chaffee,,OTHER,MO,12/9/2003 0:50
Pueblo,,LIGHT,CO,12/9/2003 18:00
Mission Viejo,YELLOW,TRIANGLE,CA,12/9/2003 18:10
Camarillo,,LIGHT,CA,12/9/2003 18:30
Lawrenceville,,CIRCLE,IL,12/9/2003 19:00
Terre Haute,YELLOW,TRIANGLE,IN,12/9/2003 19:54
Greer,,DISK,SC,12/9/2003 20:15
Lincolnton,,,NC,12/10/2003 0:00
Sanders,,CIGAR,AZ,12/10/2003 7:00
Prescott,ORANGE,FIREBALL,AZ,12/10/2003 19:25
Corpus Christi,,CIRCLE,TX,12/10/2003 19:30
Boise,,,ID,12/10/2003 22:00
Cleveland,,,OK,12/10/2003 23:00
Houston,ORANGE,,TX,12/11/2003 0:00
Platte City,,TEARDROP,MO,12/11/2003 2:00
Sherman,GREEN,LIGHT,TX,12/11/2003 3:53
Loves Park,,TRIANGLE,IL,12/11/2003 17:30
Pasadena,,LIGHT,CA,12/11/2003 17:50
Houston,ORANGE,LIGHT,TX,12/11/2003 19:00
Houston,ORANGE,LIGHT,TX,12/11/2003 19:00
Waterford,,LIGHT,VT,12/11/2003 19:10
Florissant,,LIGHT,CO,12/11/2003 19:30
Los Angeles,,FIREBALL,CA,12/11/2003 20:23
Belzoni,,LIGHT,MS,12/11/2003 20:30
June Lake,,CIRCLE,CA,12/11/2003 23:00
Royal Oak,,TRIANGLE,MI,12/11/2003 23:40
East Amherst,,,NY,12/12/2003 0:00
Rockville,,VARIOUS,MD,12/12/2003 13:00
Alexandria,,TEARDROP,IN,12/12/2003 17:50
Houston,,OTHER,TX,12/12/2003 18:00
Roanoke,,LIGHT,VA,12/12/2003 18:00
Hillsboro,,LIGHT,OH,12/12/2003 22:00
Lodi,BLUE,CIRCLE,CA,12/12/2003 23:00
Bloomington,,OTHER,IN,12/12/2003 23:05
Fullerton,,OVAL,CA,12/13/2003 1:30
Arlington,,VARIOUS,VA,12/13/2003 2:00
Alexandria,GREEN,FIREBALL,VA,12/13/2003 2:20
Pascagoula,,OTHER,MS,12/13/2003 15:00
Fitchburg,,CYLINDER,MA,12/13/2003 16:25
Vacaville,RED,FIREBALL,CA,12/13/2003 18:00
Tacoma,GREEN,,WA,12/14/2003 0:26
Kent,GREEN,CIRCLE,WA,12/14/2003 0:46
Clifton,,LIGHT,VA,12/14/2003 2:00
Eugene,,,OR,12/14/2003 3:38
North Highlands,YELLOW,CIRCLE,CA,12/14/2003 18:30
Rocklin,BLUE,CIRCLE,CA,12/14/2003 19:30
North Las Vegas,,FIREBALL,NV,12/14/2003 19:45
Vinton,GREEN,FIREBALL,CA,12/14/2003 20:00
Central,,CIRCLE,IN,12/15/2003 0:00
Stratham,BLUE,LIGHT,NH,12/15/2003 2:30
Alger,,OTHER,OH,12/15/2003 8:45
San Francisco Bay,,,CA,12/15/2003 10:05
Duncan,RED,VARIOUS,OK,12/15/2003 15:00
Jewett,,LIGHT,TX,12/15/2003 18:00
Napa,,CIRCLE,CA,12/15/2003 18:15
Salisbury,,VARIOUS,MD,12/15/2003 18:55
Gainesville,,LIGHT,FL,12/15/2003 19:00
Cocoa,GREEN,FIREBALL,FL,12/15/2003 19:50
Palestine,,LIGHT,TX,12/15/2003 22:00
North Hollywood,BLUE,FIREBALL,CA,12/15/2003 22:45
Glenn Rose,,TRIANGLE,TX,12/16/2003 0:00
Van Buren,,OTHER,MO,12/16/2003 1:24
Webster,,EGG,SD,12/16/2003 2:00
Beverly,,TEARDROP,MA,12/16/2003 3:15
New Braunfels,,OVAL,TX,12/16/2003 4:30
Glen Rose,,TRIANGLE,TX,12/16/2003 10:50
Riverbank,,OTHER,CA,12/16/2003 11:45
Pompton Lakes,GREEN,DISK,NJ,12/16/2003 17:15
Wendover,,LIGHT,UT,12/16/2003 17:50
Brookline,,LIGHT,MA,12/16/2003 18:00
Cliff,ORANGE,LIGHT,NM,12/16/2003 18:00
Lake Buena Vista,,TRIANGLE,FL,12/16/2003 19:17
Valencia,,CIRCLE,CA,12/16/2003 22:00
Glen Rose,,TRIANGLE,TX,12/16/2003 22:50
San Jose,,DIAMOND,CA,12/17/2003 6:15
Hallandale,,TRIANGLE,FL,12/17/2003 11:45
Caney,RED,,KS,12/17/2003 18:25
Jonestown,RED,LIGHT,TX,12/17/2003 18:40
Austell,,LIGHT,GA,12/17/2003 19:05
Jonestown,,RECTANGLE,TX,12/17/2003 19:35
Eureka,,FIREBALL,CA,12/17/2003 19:45
Lake Stevens,,,WA,12/17/2003 22:00
Riverside,,CIRCLE,CA,12/17/2003 22:30
Castro Valley,,,CA,12/17/2003 23:15
Tulsa,,,OK,12/18/2003 2:30
Dallas,,OTHER,OR,12/18/2003 3:30
Morton,,LIGHT,MS,12/18/2003 7:00
Hesperus,,CIGAR,CO,12/18/2003 9:30
Granite Falls,,FIREBALL,WA,12/18/2003 16:45
Charlottesville,,LIGHT,VA,12/18/2003 18:25
Carothersville,,CIRCLE,MO,12/18/2003 18:30
Seattle,,FIREBALL,WA,12/18/2003 18:45
Eureka,,LIGHT,CA,12/18/2003 18:50
Woodstock,,DISK,GA,12/18/2003 19:00
Lincoln,,OVAL,NE,12/18/2003 23:00
Lynnville,,CIRCLE,IN,12/19/2003 0:00
Homestead,,CIGAR,FL,12/19/2003 2:00
Austin,BLUE,VARIOUS,TX,12/19/2003 2:30
Amado,,TRIANGLE,AZ,12/19/2003 3:00
Tacoma,,CIRCLE,WA,12/19/2003 3:15
Deming,,OVAL,NM,12/19/2003 8:35
Austin,,,TX,12/19/2003 11:00
Hot Springs,,OTHER,AR,12/19/2003 14:30
Boise,,CIGAR,ID,12/19/2003 18:00
Oak Creek,,FIREBALL,WI,12/19/2003 22:45
Kokomo,,DISK,IN,12/20/2003 12:30
Atlantic Beach,,SPHERE,NC,12/20/2003 16:00
I-395,,CIGAR,CT,12/20/2003 16:30
Walterboro,,DISK,SC,12/20/2003 17:00
Independence,,OTHER,MO,12/20/2003 17:15
Garfield Heights,,OTHER,OH,12/20/2003 19:16
Chesterfield,,CIRCLE,VA,12/20/2003 20:00
Emsworth,,,PA,12/20/2003 21:30
Paris,RED,,TX,12/20/2003 22:00
Fayetteville,,CIRCLE,NC,12/20/2003 22:15
Evansville,,EGG,IN,12/20/2003 22:40
Augusta,,DISK,GA,12/20/2003 23:45
Elizabethtown,,LIGHT,KY,12/20/2003 23:45
Duxbury,ORANGE,SPHERE,MA,12/21/2003 1:28
Kissimmee,ORANGE,LIGHT,FL,12/21/2003 3:05
St. Petersburg,,,FL,12/21/2003 3:07
Baker,,CONE,CA,12/21/2003 14:00
Graham,RED,CIRCLE,WA,12/21/2003 19:30
Warren,,LIGHT,OH,12/21/2003 19:52
Shannon,GREEN,LIGHT,MS,12/21/2003 20:00
Kelseyville,,CIRCLE,CA,12/21/2003 22:00
Manassas,,CIRCLE,VA,12/21/2003 22:30
Mesquite,,,TX,12/21/2003 23:00
Palmdale,,VARIOUS,CA,12/22/2003 9:00
Lake Charles,BLUE,CHEVRON,LA,12/22/2003 13:00
Pahoa,,CIRCLE,HI,12/22/2003 13:30
Redding,,LIGHT,CA,12/22/2003 17:00
Madison,,OTHER,WI,12/22/2003 18:00
Carlsbad,,OTHER,CA,12/22/2003 19:00
Port Orchard,,FIREBALL,WA,12/22/2003 20:38
Independent Hill,,TRIANGLE,VA,12/22/2003 23:00
Borger,,OTHER,TX,12/23/2003 1:40
Gasport,,LIGHT,NY,12/23/2003 2:30
Pinetop,RED,,AZ,12/23/2003 3:00
Superior,,TRIANGLE,CO,12/23/2003 4:56
Hayneville,GREEN,LIGHT,AL,12/23/2003 5:11
Sandpoint,,,ID,12/23/2003 7:15
Norwalk,RED,LIGHT,CA,12/23/2003 19:22
Knox,,CIRCLE,IN,12/23/2003 20:00
Old Bridge,,,NJ,12/23/2003 21:30
Oldbridge,,LIGHT,NJ,12/23/2003 21:30
Westminster,ORANGE,CIRCLE,CA,12/23/2003 22:20
Anaheim Hills,,LIGHT,CA,12/23/2003 22:40
Inyokern,GREEN,CIRCLE,CA,12/23/2003 22:50
Burbank,RED,TRIANGLE,CA,12/24/2003 1:00
Gonzales,,TRIANGLE,LA,12/24/2003 3:19
Wenatchee,ORANGE,FORMATION,WA,12/24/2003 6:45
Los Angeles,,SPHERE,CA,12/24/2003 10:00
Northglenn,,LIGHT,CO,12/24/2003 17:20
San Francisco,RED,OVAL,CA,12/24/2003 23:30
Anchorage,ORANGE,SPHERE,AK,12/25/2003 0:00
Eagle,,OTHER,CO,12/25/2003 2:00
Salem,,TEARDROP,WI,12/25/2003 15:45
Sallisaw,ORANGE,OTHER,OK,12/25/2003 18:00
New Haven,,FIREBALL,CT,12/25/2003 18:40
Indianapolis,RED,OTHER,IN,12/25/2003 20:42
North St. Paul,,FIREBALL,MN,12/25/2003 21:40
Shelbyville,RED GREEN,,KY,12/25/2003 22:30
Brookfield,,LIGHT,CT,12/25/2003 23:30
Boiling Springs,,TRIANGLE,PA,12/25/2003 23:50
Citrus Heights,ORANGE,,CA,12/26/2003 1:40
Watertown,,FORMATION,NY,12/26/2003 13:30
Huntington,,CIRCLE,IN,12/26/2003 14:00
Beavercreek,,DISK,OH,12/26/2003 15:00
Beavercreek,,VARIOUS,OH,12/26/2003 15:00
Mt.Vernon,,CIGAR,IL,12/26/2003 16:30
Vashon Island,,LIGHT,WA,12/26/2003 19:45
Preston,RED,OVAL,IA,12/26/2003 20:00
Rohnert Park,,LIGHT,CA,12/26/2003 20:00
Cape Coral,,CIRCLE,FL,12/26/2003 21:31
Martinez,ORANGE BLUE,SPHERE,CA,12/26/2003 22:45
Gilroy,ORANGE,FIREBALL,CA,12/26/2003 23:08
Spencerport,,TRIANGLE,NY,12/27/2003 5:30
Myrtle Beach,GREEN BLUE,DISK,SC,12/27/2003 14:30
Carnesville,,CIRCLE,GA,12/27/2003 15:40
Highland,,TRIANGLE,CA,12/27/2003 15:44
Doylestown,,FIREBALL,PA,12/27/2003 16:30
Duluth,RED,FIREBALL,GA,12/27/2003 17:00
Roaring River,,OVAL,NC,12/27/2003 17:30
Lake in the Hills,,LIGHT,IL,12/27/2003 18:00
Peabody,,LIGHT,MA,12/27/2003 18:00
Honolulu,,SPHERE,HI,12/27/2003 20:00
Lucasville,,,OH,12/27/2003 20:05
Lucasville,RED BLUE,,OH,12/27/2003 20:10
Wayne,,CONE,NJ,12/27/2003 22:00
Central City,RED,FIREBALL,KY,12/28/2003 0:00
McKean County,,,PA,12/28/2003 4:00
Little Rock,,TRIANGLE,AR,12/28/2003 9:00
West Branch,,LIGHT,MI,12/28/2003 15:00
Conesville,,LIGHT,OH,12/28/2003 16:30
New York City,RED,TRIANGLE,NY,12/28/2003 18:00
Bergenfield,,OTHER,NJ,12/28/2003 18:29
Waterloo,,OTHER,IA,12/28/2003 18:41
Tacoma,,OTHER,WA,12/28/2003 18:50
Deer Park,ORANGE,EGG,NY,12/28/2003 20:00
Grand Isle,,TRIANGLE,ME,12/28/2003 20:25
Grand Isle,,VARIOUS,ME,12/28/2003 20:25
Sissonville,,LIGHT,WV,12/28/2003 22:00
Chicago,,,IL,12/28/2003 22:30
Centereach,,TRIANGLE,NY,12/28/2003 23:10
Lake Worth,,OVAL,FL,12/29/2003 0:00
Fairfax,ORANGE,FIREBALL,VA,12/29/2003 0:25
El Cajon,,,CA,12/29/2003 0:30
Helena,GREEN,SPHERE,MT,12/29/2003 4:10
Bainbridge,,TRIANGLE,GA,12/29/2003 12:36
Harmony Township,,CROSS,NJ,12/29/2003 18:00
Monroe,,LIGHT,WA,12/29/2003 18:00
Salem,,CIRCLE,OR,12/29/2003 21:15
Alexandria,,FIREBALL,VA,12/29/2003 22:30
San Bruno,,SPHERE,CA,12/30/2003 10:40
Missoula,,CIGAR,MT,12/30/2003 13:00
Boulder area,,SPHERE,CO,12/30/2003 15:24
Alexandria,,LIGHT,VA,12/30/2003 16:45
Alexandria,,LIGHT,VA,12/30/2003 16:45
Lancaster,,LIGHT,TX,12/30/2003 16:45
New Castle,,LIGHT,IN,12/30/2003 17:00
Rochester,,DISK,NY,12/30/2003 18:00
Candler,,LIGHT,NC,12/30/2003 18:15
Tatum,,CIRCLE,NM,12/30/2003 21:30
Shelby Township,BLUE,LIGHT,MI,12/31/2003 0:00
Anaheim,,DIAMOND,CA,12/31/2003 1:00
Selma,,FLASH,OR,12/31/2003 5:00
Bloomingdale,,CIGAR,IL,12/31/2003 8:00
Olive Branch,,DISK,MS,12/31/2003 12:00
San Bruno,,TRIANGLE,CA,12/31/2003 13:50
Landers,,DISK,CA,12/31/2003 14:30
Mattituck,,TRIANGLE,NY,12/31/2003 14:35
Lagrange,,CIGAR,ME,12/31/2003 16:00
Warner Robins,RED,OVAL,GA,12/31/2003 16:45
Sarasota,,DISK,FL,12/31/2003 17:45
Sacramento,,OVAL,CA,12/31/2003 21:00
Crown Point,,VARIOUS,IN,12/31/2003 22:50
Penfield,,LIGHT,NY,12/31/2003 22:50
Canyon Lake,,CROSS,CA,12/31/2003 23:00
Lawrence,,FORMATION,KS,12/31/2003 23:30
Albany,,FORMATION,OR,12/31/2003 23:40
Wenatchee,YELLOW,LIGHT,WA,12/31/2003 23:45
La Mesa,RED,CIRCLE,CA,12/31/2003 23:50
Kenai,,LIGHT,AK,1/1/2004 0:00
Spring Valley,RED,LIGHT,CA,1/1/2004 0:00
La Mirada,ORANGE,OTHER,CA,1/1/2004 0:10
Boston,,FORMATION,MA,1/1/2004 2:00
Belleville,,TRIANGLE,IL,1/1/2004 2:30
Tampa,,TRIANGLE,FL,1/1/2004 10:45
Bakersville,,LIGHT,NC,1/1/2004 12:30
Flowery Branch,,DISK,GA,1/1/2004 15:30
Atlanta,ORANGE,VARIOUS,GA,1/1/2004 17:30
Longview,,FLASH,WA,1/1/2004 17:38
Multiple,,VARIOUS,NH,1/1/2004 17:41
Beatty,,,OR,1/1/2004 18:00
Wailea,ORANGE,CIRCLE,HI,1/2/2004 7:35
El Segundo,,TRIANGLE,CA,1/2/2004 11:45
Long Beach,,TRIANGLE,CA,1/2/2004 11:45
Shell Bluff,,LIGHT,GA,1/2/2004 18:00
Fairfax County,,OTHER,VA,1/2/2004 18:20
Waterbury,,CHEVRON,CT,1/3/2004 0:20
Reno,,OTHER,NV,1/3/2004 1:00
Sacramento,GREEN BLUE,FLASH,CA,1/3/2004 17:10
Lake Tahoe,,CIRCLE,NV,1/3/2004 18:30
Naugatuck,,,CT,1/3/2004 22:30
Laurel,,FLASH,MD,1/3/2004 23:00
Olympia,,CIRCLE,WA,1/3/2004 23:05
Crown Point,,RECTANGLE,IN,1/3/2004 23:45
Marathon,,TRIANGLE,FL,1/4/2004 0:30
Albion,,TEARDROP,NY,1/4/2004 2:20
Hayward,,,CA,1/4/2004 10:40
Hayward,,EGG,CA,1/4/2004 10:40
Holyoke,,OVAL,MA,1/4/2004 14:00
Fort Myers,,DISK,FL,1/4/2004 14:30
Toledo,,VARIOUS,OH,1/4/2004 17:00
Four Oaks,,DISK,NC,1/4/2004 19:00
Golden,,OTHER,CO,1/4/2004 20:00
Palmdale,,OVAL,CA,1/4/2004 22:20
Woodinville,RED,TRIANGLE,WA,1/5/2004 17:10
Seligman,,CIGAR,AZ,1/5/2004 17:30
Maui,,OTHER,HI,1/5/2004 19:00
Seligman,RED,LIGHT,AZ,1/5/2004 19:00
Arivaca,,DISK,AZ,1/5/2004 21:00
Griswold,,CIRCLE,CT,1/5/2004 22:00
Overland Park,,FIREBALL,KS,1/5/2004 22:00
Valhalla,,CIRCLE,NY,1/5/2004 22:10
Huntington,,DISK,IN,1/6/2004 14:30
Phoenix,,LIGHT,AZ,1/6/2004 18:40
West Orange,RED,TRIANGLE,NJ,1/6/2004 20:00
Guilford,,TRIANGLE,CT,1/6/2004 20:40
Hesperia,,DISK,CA,1/6/2004 21:45
Pearl River,YELLOW,,NY,1/6/2004 22:00
Lambertville,,VARIOUS,MI,1/7/2004 6:30
Peoria,,,IL,1/7/2004 15:30
El Segundo,,SPHERE,CA,1/7/2004 16:50
Goleta,,TRIANGLE,CA,1/7/2004 19:00
Duluth,,TRIANGLE,GA,1/7/2004 19:30
West Hartford,,TRIANGLE,CT,1/7/2004 22:00
Riverside,RED ORANGE YELLOW GREEN,LIGHT,CA,1/8/2004 2:00
Henderson,,CYLINDER,NV,1/8/2004 5:00
Biloxi,,CYLINDER,MS,1/8/2004 16:45
Vail,RED ORANGE,LIGHT,CO,1/8/2004 17:00
Coppell,,LIGHT,TX,1/9/2004 0:12
Smithport,RED GREEN,,PA,1/9/2004 18:45
Hesperia,,TRIANGLE,CA,1/9/2004 19:00
Butte,,FORMATION,MT,1/9/2004 19:48
Laguna Hills,,LIGHT,CA,1/9/2004 23:00
Bergenfield,,OTHER,NJ,1/10/2004 5:50
North Miami,,LIGHT,FL,1/10/2004 6:15
Fort Wayne,YELLOW,FIREBALL,IN,1/10/2004 7:30
